lng,lat
-73.9582,40.8155
-73.9814,40.6897
-73.9814,40.6532
-73.9285,40.8602
-73.8879,40.7554
-73.8198,40.7265
-73.9369,40.8425
-73.9637,40.6774
-73.8445,40.7206
-73.985,40.6628
-73.9614,40.7143
-73.9477,40.8097
-73.9548,40.7335
-73.9523,40.7898
-73.9352,40.6832
-73.9628,40.7122
-73.9455,40.799
-73.9872,40.6959
-73.9586,40.7298
-73.9774,40.6874
-73.9712,40.6728
-73.9606,40.6962
-73.982,40.6793
-73.9528,40.6964
-73.9776,40.6898
-73.9875,40.6791
-73.9271,40.8631
-73.969,40.6725
-73.9432,40.7075
-73.9544,40.7313
-73.9494,40.8022
-73.9511,40.8119
-73.9584,40.7214
-73.9655,40.7136
-73.9945,40.662
-73.9445,40.8246
-73.9188,40.7593
-73.9492,40.7137
-73.8961,40.7465
-73.9499,40.8121
-73.9191,40.7658
-73.9481,40.8247
-73.9803,40.6766
-73.9487,40.7142
-73.9223,40.7606
-73.9815,40.6797
-73.9518,40.7431
-73.9748,40.6711
-73.9701,40.6748
-73.9568,40.6686
-73.9448,40.8283
-73.9845,40.6875
-73.9051,40.8728
-73.8963,40.8161
-73.9242,40.6904
-73.9057,40.862
-73.9117,40.7754
-73.9899,40.6689
-73.9664,40.6834
-73.9129,40.7664
-73.993,40.6975
-73.979,40.6935
-73.8964,40.7464
-73.9497,40.6804
-73.9949,40.6674
-73.9391,40.7953
-73.8317,40.7151
-74.0019,40.6222
-73.9903,40.6933
-73.9824,40.6755
-73.9842,40.6795
-73.8492,40.7236
-73.9693,40.6895
-73.9507,40.7235
-73.9272,40.7629
-73.9084,40.7422
-73.9141,40.7752
-73.9583,40.7215
-73.9788,40.6898
-73.9639,40.808
-73.9421,40.8227
-73.9021,40.8671
-73.9228,40.8423
-73.9442,40.8146
-73.8443,40.7211
-73.921,40.7566
-73.9579,40.7219
-73.9427,40.6922
-73.9641,40.716
-73.9434,40.836
-73.8629,40.7501
-73.9484,40.7948
-73.8969,40.8516
-73.9686,40.6731
-73.9497,40.8022
-73.9888,40.6909
-73.9095,40.7753
-73.9583,40.8108
-73.9775,40.6708
-73.963,40.7193
-73.9571,40.6884
-73.8627,40.7572
-73.9402,40.8138
-73.9831,40.665
-73.9731,40.6781
-73.9578,40.7219
-73.9037,40.8553
-73.8918,40.747
-73.9886,40.6964
-73.9552,40.7202
-73.8801,40.8798
-73.9164,40.7646
-73.964,40.692
-73.9862,40.6773
-73.9566,40.717
-73.951,40.8055
-73.9919,40.7027
-73.8443,40.7214
-73.9891,40.6887
-73.9024,40.7759
-73.9588,40.7168
-73.8447,40.7215
-73.9401,40.8202
-73.9935,40.6823
-73.9204,40.7682
-73.9184,40.8302
-73.9176,40.7583
-73.8781,40.7483
-73.9539,40.8065
-73.9243,40.7562
-73.883,40.743
-73.9957,40.6907
-73.8916,40.7467
-73.9553,40.721
-73.9922,40.6625
-73.9437,40.828
-73.9518,40.7255
-73.9847,40.671
-73.9357,40.8277
-73.9911,40.701
-73.9516,40.7148
-73.9535,40.6813
-73.9149,40.8424
-73.998,40.6889
-73.913,40.7742
-73.9665,40.8042
-73.9523,40.8034
-73.9035,40.7453
-73.9066,40.8314
-73.9449,40.7079
-73.9382,40.7965
-73.9224,40.7436
-73.8909,40.7466
-73.9868,40.6914
-73.9749,40.6865
-73.9682,40.6932
-73.856,40.7516
-73.9326,40.8
-73.9576,40.7196
-73.9545,40.6637
-73.937,40.8021
-73.9563,40.675
-73.9231,40.8176
-73.978,40.6739
-73.9503,40.8289
-73.9274,40.7596
-74.0015,40.657
-73.9542,40.8061
-73.8675,40.7347
-73.9277,40.8071
-73.9548,40.734
-73.9858,40.6689
-73.9866,40.7038
-73.8898,40.8628
-73.9524,40.824
-73.9521,40.7167
-73.8934,40.7488
-73.9404,40.7933
-73.9694,40.6732
-73.983,40.695
-73.9906,40.7034
-73.9119,40.6718
-73.9421,40.7543
-73.8812,40.748
-73.9397,40.8159
-73.9803,40.6767
-73.9646,40.8068
-73.9768,40.6831
-73.9383,40.8464
-73.9064,40.7454
-73.9625,40.7126
-73.9568,40.6869
-73.9784,40.6844
-73.9486,40.8291
-73.8718,40.7489
-73.9777,40.6847
-73.952,40.7428
-73.9138,40.7656
-73.8915,40.7467
-73.9509,40.6672
-73.9271,40.8657
-73.9805,40.6763
-73.9252,40.7619
-73.9484,40.7184
-73.955,40.7207
-73.8987,40.7503
-73.8928,40.8583
-73.8528,40.7223
-73.992,40.6918
-73.9509,40.7239
-73.9344,40.6986
-73.9516,40.6562
-73.8724,40.7519
-73.9654,40.7109
-73.9035,40.7454
-73.9632,40.6736
-73.9759,40.687
-73.9522,40.7342
-73.9524,40.8081
-73.9495,40.7972
-73.9565,40.6833
-73.945,40.8083
-73.9277,40.763
-73.892,40.8287
-73.8805,40.756
-73.9588,40.7442
-73.9582,40.7216
-73.8706,40.749
-73.9439,40.6834
-73.9492,40.7935
-73.8442,40.7225
-73.9499,40.705
-73.9631,40.6827
-73.94,40.7498
-73.9212,40.7669
-73.944,40.6836
-73.9498,40.7141
-73.9867,40.7017
-73.9778,40.6934
-73.9446,40.8242
-73.9587,40.702
-73.8909,40.7469
-73.8864,40.7446
-73.9837,40.5768
-73.8896,40.8341
-73.9455,40.8193
-73.914,40.7652
-73.9449,40.8088
-73.9909,40.6998
-73.9427,40.7263
-73.9424,40.7148
-73.9627,40.6724
-73.8887,40.6519
-73.8725,40.7489
-73.9515,40.7136
-73.9416,40.7147
-73.9533,40.6694
-73.9728,40.6775
-73.9554,40.8044
-73.9638,40.6829
-73.9779,40.6845
-73.9087,40.803
-73.9596,40.8011
-73.8827,40.7479
-73.9712,40.6728
-73.9934,40.6824
-73.9939,40.6817
-73.9496,40.6796
-73.9371,40.7978
-73.962,40.7099
-73.956,40.7174
-73.9315,40.7544
-73.9749,40.6872
-73.9254,40.762
-73.9547,40.7325
-73.997,40.6613
-73.9915,40.6708
-73.8836,40.7476
-73.9613,40.7043
-73.9785,40.6805
-73.9582,40.7337
-73.9616,40.7203
-73.9787,40.6757
-73.9609,40.7169
-73.9263,40.7752
-73.9395,40.7063
-73.9184,40.7655
-73.9558,40.7878
-73.9211,40.7565
-73.9616,40.8112
-73.95,40.728
-73.9524,40.7982
-73.9222,40.8278
-73.971,40.675
-73.9389,40.8373
-73.9359,40.8501
-73.9084,40.824
-73.9584,40.7299
-73.8909,40.7466
-73.9207,40.7436
-73.8988,40.7462
-73.9769,40.6814
-73.9198,40.7686
-73.9579,40.7218
-73.9158,40.8202
-73.8769,40.7632
-73.9813,40.5759
-73.9034,40.7455
-73.9608,40.818
-73.9579,40.6583
-73.9992,40.6755
-73.9865,40.6693
-73.9197,40.8166
-73.9767,40.6821
-73.9209,40.7432
-73.9895,40.7008
-73.9568,40.7473
-73.9584,40.7299
-73.9187,40.8146
-73.8649,40.735
-73.9503,40.8266
-73.9579,40.7219
-73.958,40.8153
-73.9537,40.6874
-73.9438,40.6831
-73.9526,40.7232
-73.8838,40.7558
-73.9612,40.7144
-73.9626,40.6726
-73.8701,40.7553
-73.96,40.7156
-73.9007,40.8627
-73.9453,40.8002
-73.8961,40.7463
-73.9153,40.7605
-73.9576,40.7298
-73.9432,40.7937
-73.9095,40.7753
-73.8605,40.8281
-73.9588,40.6926
-73.946,40.8249
-73.9401,40.7503
-73.9097,40.8438
-73.9031,40.7459
-73.9406,40.8059
-73.9269,40.7629
-73.9223,40.7552
-73.9635,40.6764
-73.9547,40.7324
-73.8768,40.7485
-73.9507,40.7437
-73.9876,40.6903
-73.9628,40.6729
-73.9148,40.7696
-73.9226,40.7435
-73.955,40.7224
-73.9543,40.8057
-73.9366,40.8206
-73.9395,40.7057
-73.8674,40.7419
-73.9451,40.7524
-73.9198,40.7378
-73.8825,40.7557
-73.8912,40.7471
-73.9023,40.8452
-73.9465,40.7976
-73.854,40.7412
-73.9178,40.7046
-73.9568,40.6635
-73.987,40.6606
-73.8803,40.7414
-73.8706,40.7491
-73.9527,40.7271
-73.9528,40.6769
-73.9008,40.8682
-73.8962,40.861
-73.9223,40.7551
-73.9499,40.6764
-73.9372,40.7936
-73.9115,40.8439
-73.9646,40.683
-73.9447,40.8348
-73.951,40.7106
-73.9271,40.8653
-73.917,40.7709
-73.8698,40.7573
-73.9982,40.6777
-73.9493,40.8019
-73.9904,40.6642
-73.9941,40.6954
-73.9915,40.6675
-73.9757,40.6836
-73.9244,40.7561
-73.9056,40.7066
-73.9559,40.7359
-73.91,40.7707
-73.891,40.7471
-73.9553,40.8043
-73.9398,40.7013
-74.0095,40.6803
-73.9524,40.811
-73.8959,40.7366
-73.83,40.7137
-73.8906,40.8702
-73.9924,40.7021
-73.9571,40.6884
-73.8927,40.8209
-73.9684,40.6957
-73.9942,40.7031
-73.9693,40.6895
-73.8696,40.7491
-73.9195,40.7592
-73.9124,40.7751
-73.8926,40.7415
-73.9123,40.775
-73.9519,40.7167
-73.9958,40.6825
-73.9788,40.6664
-73.9552,40.8052
-73.9444,40.7988
-73.9546,40.7188
-73.8676,40.8402
-73.972,40.6748
-73.9446,40.7203
-73.9393,40.7987
-73.8279,40.6939
-73.9567,40.6743
-73.9583,40.7228
-73.9211,40.7675
-73.9636,40.6785
-73.8806,40.7372
-73.9559,40.8037
-73.9454,40.8283
-73.9392,40.805
-73.9912,40.7011
-73.9571,40.6619
-73.9561,40.8189
-73.9513,40.7117
-73.9451,40.8027
-73.9261,40.6628
-73.9245,40.7563
-73.9564,40.6955
-73.9923,40.684
-73.996,40.6908
-73.9628,40.7173
-73.9191,40.7657
-73.9541,40.6392
-73.9211,40.7668
-73.9188,40.7591
-73.9141,40.7752
-73.9393,40.6703
-73.9665,40.8043
-73.9637,40.7105
-73.9412,40.8226
-73.9407,40.6531
-73.9379,40.8481
-73.9805,40.6888
-73.9747,40.6873
-73.9977,40.6911
-73.9628,40.7173
-73.922,40.8189
-73.9424,40.799
-73.9398,40.8132
-73.8938,40.7529
-73.9696,40.6895
-73.9083,40.7452
-73.954,40.7429
-73.9522,40.7304
-73.9685,40.6932
-73.9525,40.8186
-73.9452,40.7461
-73.9376,40.8041
-73.9145,40.7637
-73.9878,40.6793
-73.9698,40.7127
-73.9501,40.6996
-73.961,40.7156
-73.9408,40.7999
-73.9585,40.7191
-73.9685,40.675
-73.9625,40.71
-73.8989,40.8588
-73.9504,40.7852
-73.9358,40.7955
-73.9175,40.7651
-73.9106,40.6615
-73.9418,40.7168
-73.9502,40.8131
-73.9146,40.6835
-73.9062,40.7534
-73.9584,40.7214
-73.9558,40.7232
-73.9024,40.7758
-73.9581,40.7217
-73.9454,40.8283
-74.017,40.6758
-73.9424,40.8131
-73.9831,40.6729
-73.9416,40.8226
-73.9896,40.6732
-73.9442,40.7922
-73.9576,40.7222
-73.9618,40.7159
-73.9546,40.8156
-73.9359,40.7052
-73.891,40.7469
-73.9121,40.6784
-73.9414,40.8168
-73.9382,40.6798
-73.9942,40.7031
-73.9213,40.7562
-73.9629,40.6837
-73.9229,40.7556
-73.9404,40.716
-73.9526,40.7269
-73.95,40.7223
-73.958,40.7176
-73.9424,40.8122
-73.9226,40.7426
-73.9083,40.771
-73.9844,40.6713
-73.8316,40.7151
-73.8675,40.7434
-73.9517,40.7147
-73.8387,40.8811
-73.883,40.7476
-73.9589,40.7187
-73.9549,40.8201
-73.9931,40.6829
-73.9906,40.6998
-73.9513,40.7123
-73.8839,40.7558
-73.9926,40.7023
-73.956,40.6647
-73.9696,40.6754
-73.987,40.6962
-74.0034,40.6555
-73.8604,40.7382
-73.8845,40.7476
-73.9036,40.7457
-73.9158,40.7644
-73.8585,40.744
-73.8697,40.7335
-73.857,40.7048
-73.9018,40.8479
-73.9583,40.8107
-73.8765,40.7482
-73.9192,40.7589
-73.915,40.818
-73.9905,40.6795
-73.8629,40.7322
-73.9878,40.6903
-73.974,40.6897
-73.905,40.8629
-73.9065,40.7001
-73.9553,40.8044
-73.9665,40.7113
-73.951,40.8103
-73.9388,40.805
-73.9131,40.8403
-73.9545,40.6866
-73.9677,40.7108
-73.954,40.8064
-73.9346,40.8481
-73.9575,40.72
-73.8832,40.7477
-73.9995,40.6933
-73.9667,40.6736
-73.9552,40.7222
-73.882,40.735
-73.9756,40.6834
-73.9557,40.6769
-73.9368,40.6978
-73.9572,40.7145
-73.947,40.7843
-73.929,40.6826
-73.8701,40.7492
-74.0251,40.6305
-73.9465,40.6957
-73.9216,40.7097
-73.9518,40.7147
-73.957,40.6908
-73.9255,40.7567
-73.9509,40.6937
-73.9541,40.7902
-73.8856,40.7496
-73.8913,40.7469
-73.9754,40.6867
-73.9614,40.7143
-73.939,40.8266
-73.942,40.7871
-73.966,40.7136
-73.9968,40.6842
-73.9388,40.6771
-73.833,40.7629
-73.9265,40.7656
-73.9269,40.7757
-73.9437,40.6722
-73.9728,40.6931
-73.955,40.7348
-73.9285,40.7581
-73.9909,40.6998
-73.9027,40.7456
-73.9133,40.766
-73.9479,40.8297
-73.9434,40.7962
-73.9896,40.7023
-73.9238,40.7538
-73.9479,40.7845
-73.9566,40.8139
-73.8445,40.7219
-73.9924,40.7024
-73.8619,40.7497
-73.9531,40.801
-73.9615,40.7164
-73.7972,40.6905
-73.936,40.6993
-73.9526,40.7269
-73.9111,40.6751
-73.9196,40.6919
-73.9106,40.6997
-73.9408,40.793
-73.9631,40.7174
-73.9524,40.8035
-73.8749,40.7467
-73.8908,40.7464
-73.9567,40.8128
-73.9225,40.7434
-73.9471,40.7534
-73.9242,40.8152
-73.9804,40.6613
-73.9112,40.6784
-73.9165,40.8188
-73.9443,40.7144
-73.9238,40.7612
-73.9018,40.7765
-73.994,40.6901
-73.9729,40.6917
-73.9423,40.8222
-73.9188,40.7
-73.9497,40.7878
-73.9034,40.7455
-73.9516,40.6898
-73.948,40.8012
-73.9958,40.6907
-73.8732,40.8299
-73.9422,40.7866
-73.9226,40.7434
-73.9498,40.7483
-73.9632,40.6748
-73.8915,40.7467
-73.95,40.6753
-73.8959,40.7464
-73.9486,40.7094
-73.9084,40.771
-73.986,40.6774
-73.9507,40.711
-73.9287,40.6809
-73.9475,40.7876
-73.9494,40.7142
-73.9067,40.7453
-73.9578,40.6704
-73.9179,40.77
-73.9574,40.8115
-73.8771,40.8262
-73.9143,40.7568
-73.91,40.663
-73.9766,40.6557
-73.9913,40.6962
-73.9583,40.8205
-73.9226,40.7434
-73.8775,40.737
-73.8621,40.7304
-73.8683,40.7462
-73.9423,40.6678
-73.9575,40.7223
-73.9888,40.696
-73.9215,40.7756
-73.9856,40.6917
-73.9571,40.7185
-73.9796,40.6611
-73.9606,40.6903
-73.9026,40.7705
-73.8843,40.7557
-73.9793,40.6782
-73.9021,40.8457
-73.8846,40.7477
-73.8848,40.7476
-73.951,40.6804
-73.957,40.8052
-73.9161,40.6602
-73.9624,40.7099
-73.9535,40.8069
-73.8443,40.7213
-73.9576,40.7179
-73.9576,40.722
-73.9569,40.6875
-73.9495,40.802
-73.9658,40.7106
-73.9581,40.6705
-73.9461,40.7979
-73.9196,40.7431
-73.9541,40.8062
-73.8764,40.7485
-73.9293,40.6827
-73.8698,40.7492
-73.9665,40.6691
-73.9553,40.691
-73.923,40.7067
-73.9379,40.8163
-73.9296,40.8125
-73.9426,40.8374
-73.9231,40.7435
-73.9365,40.7967
-73.8912,40.8619
-73.9135,40.7461
-73.8867,40.7475
-73.9036,40.7499
-73.9242,40.6908
-73.9895,40.6654
-73.8698,40.7489
-73.9938,40.6818
-73.9102,40.6997
-73.9661,40.7121
-73.9565,40.8058
-73.9657,40.7127
-73.9576,40.7178
-73.9365,40.8203
-73.9523,40.8087
-73.912,40.7752
-73.9472,40.8307
-73.9162,40.7447
-73.8965,40.674
-73.9904,40.6868
-73.9529,40.6734
-73.9111,40.7685
-73.9447,40.7915
-73.946,40.7896
-73.9373,40.8241
-73.9526,40.695
-73.8318,40.7151
-73.8306,40.7595
-73.9398,40.7261
-73.911,40.8137
-73.9149,40.7571
-73.9538,40.729
-73.9447,40.8141
-73.9562,40.7192
-73.9963,40.6945
-73.9578,40.7219
-73.9528,40.8076
-73.9767,40.683
-73.9603,40.6742
-73.9734,40.6875
-73.9328,40.6962
-73.9498,40.8069
-73.9246,40.7563
-73.9457,40.7901
-73.9162,40.7609
-73.9248,40.6911
-73.9464,40.8065
-73.9573,40.7185
-73.947,40.7092
-73.956,40.8191
-73.951,40.6876
-73.9435,40.6923
-73.9548,40.6888
-73.9983,40.6771
-73.9352,40.7615
-73.9767,40.6814
-73.962,40.7133
-73.9391,40.8051
-73.9971,40.6804
-73.9056,40.7743
-73.9876,40.6676
-73.9601,40.813
-73.9908,40.7031
-73.9027,40.8192
-73.8812,40.8801
-73.8341,40.7585
-73.9592,40.7169
-73.9435,40.6962
-73.9165,40.7448
-73.968,40.6891
-73.9664,40.7115
-73.9454,40.746
-73.9609,40.8119
-73.9276,40.763
-73.9632,40.7103
-73.9533,40.6805
-73.9724,40.67
-73.8928,40.7466
-73.947,40.6732
-73.9745,40.6806
-73.9813,40.6802
-73.9379,40.7118
-73.9776,40.6805
-73.8851,40.754
-74.0133,40.6459
-73.9509,40.7239
-73.9395,40.816
-73.9667,40.7147
-73.9894,40.6887
-73.9589,40.7297
-73.9922,40.6843
-73.9505,40.806
-73.8797,40.7502
-73.9297,40.7564
-73.9463,40.8139
-73.945,40.8086
-73.9442,40.8122
-73.9438,40.6758
-73.9478,40.8249
-73.91,40.8135
-73.9977,40.6806
-73.9909,40.6998
-73.9544,40.6656
-73.9895,40.6734
-73.913,40.7677
-73.893,40.8837
-73.9475,40.6828
-73.9556,40.6773
-73.9926,40.6939
-73.9165,40.7646
-73.9086,40.7781
-73.9874,40.6913
-73.9518,40.6951
-73.9579,40.7219
-73.8626,40.7301
-73.8295,40.7095
-73.9408,40.7084
-73.9405,40.8403
-73.9619,40.6839
-73.807,40.6992
-73.9346,40.7129
-73.9034,40.7455
-73.8429,40.721
-73.8865,40.7495
-73.9415,40.6768
-73.9576,40.7222
-73.9907,40.7
-73.9516,40.7151
-73.9511,40.8256
-73.98,40.6817
-73.925,40.7441
-73.9157,40.8307
-73.9805,40.6642
-73.9406,40.8398
-73.9552,40.8047
-73.9209,40.7678
-73.9035,40.7455
-73.9555,40.8061
-73.9744,40.6816
-73.9431,40.7059
-73.983,40.6731
-73.98,40.6762
-73.9709,40.6931
-73.9561,40.8022
-73.935,40.6828
-73.891,40.8456
-73.9366,40.7106
-73.8744,40.6714
-73.95,40.7222
-73.9395,40.8052
-73.9458,40.808
-73.8908,40.7023
-73.8909,40.7465
-73.9114,40.7445
-73.9936,40.6961
-73.9157,40.8307
-73.9962,40.6966
-73.9523,40.7898
-73.9406,40.7119
-73.8668,40.7494
-73.9896,40.7021
-73.9378,40.7086
-73.945,40.8086
-73.9219,40.7077
-73.9365,40.8203
-73.9926,40.7023
-73.9214,40.7666
-73.9569,40.7127
-73.9664,40.8044
-73.9257,40.658
-73.9046,40.8633
-73.9595,40.718
-73.9959,40.6953
-73.9364,40.6826
-73.8853,40.7439
-73.9622,40.6754
-73.9238,40.8248
-73.8677,40.7677
-73.9116,40.7445
-73.9636,40.7188
-73.9589,40.6834
-73.9585,40.7134
-73.9189,40.7657
-73.9525,40.7327
-73.9223,40.7771
-73.9559,40.6812
-73.8442,40.7214
-74.0174,40.6417
-73.8791,40.7405
-73.9616,40.7099
-73.9647,40.7121
-73.9534,40.6807
-73.9514,40.7903
-73.9366,40.8113
-73.9447,40.7998
-73.9519,40.677
-73.9299,40.8573
-73.9576,40.73
-73.8847,40.7476
-73.936,40.6975
-73.9417,40.7874
-73.9575,40.718
-73.9612,40.6751
-73.9621,40.6627
-73.9155,40.806
-73.9523,40.8048
-73.9797,40.6825
-73.915,40.7791
-73.9873,40.6914
-73.9006,40.7774
-73.8807,40.7357
-73.9548,40.733
-73.9395,40.8053
-73.9554,40.6911
-73.8769,40.7485
-74.0214,40.638
-73.8959,40.7389
-73.9413,40.8137
-73.9575,40.7222
-73.9406,40.7118
-73.8825,40.7478
-73.9634,40.7113
-73.945,40.8083
-73.9598,40.7029
-73.9576,40.7222
-73.962,40.8108
-73.9138,40.6823
-73.891,40.7491
-73.9407,40.8245
-73.9435,40.8207
-73.9573,40.6643
-73.9391,40.7498
-73.905,40.8562
-73.9043,40.745
-73.9762,40.687
-73.9537,40.6829
-73.9787,40.684
-73.9727,40.6876
-73.8629,40.7473
-73.9582,40.7174
-73.9578,40.6854
-73.9451,40.8081
-73.9918,40.6735
-73.8766,40.7485
-73.9178,40.7701
-73.9593,40.713
-73.941,40.8239
-73.8446,40.7205
-73.9109,40.7759
-73.9707,40.6924
-73.9127,40.7746
-73.911,40.7446
-73.9527,40.7272
-73.9214,40.7766
-73.9877,40.6908
-73.9108,40.7762
-73.9255,40.7618
-73.8841,40.7452
-73.9309,40.7648
-73.8747,40.7346
-73.9237,40.7537
-73.9611,40.7144
-73.9526,40.803
-73.9382,40.8178
-73.9474,40.6328
-73.9448,40.7999
-73.9424,40.7863
-73.8916,40.8208
-73.9721,40.6702
-73.9808,40.6809
-73.9943,40.6862
-73.9045,40.7454
-73.9577,40.722
-73.9258,40.7548
-73.9522,40.8035
-73.9229,40.6984
-73.9624,40.7197
-73.9505,40.8059
-73.9606,40.6602
-73.9576,40.7296
-73.925,40.7441
-73.8704,40.7528
-73.9407,40.8224
-73.8873,40.6645
-73.9703,40.6732
-73.96,40.7154
-73.9392,40.8218
-73.9391,40.8166
-73.8073,40.6994
-73.9673,40.6819
-73.9904,40.6998
-73.9139,40.7566
-73.9416,40.8183
-73.9493,40.7853
-73.9638,40.7102
-73.8681,40.7557
-73.9324,40.8571
-73.9481,40.8091
-73.8821,40.748
-73.9502,40.7228
-73.8296,40.7596
-73.9228,40.6991
-73.9565,40.7474
-73.9845,40.6634
-73.94,40.8055
-73.8812,40.7421
-73.9477,40.801
-73.9538,40.7876
-73.95,40.8269
-73.9039,40.8643
-73.9537,40.6889
-73.9377,40.7488
-73.9526,40.6655
-73.9241,40.7615
-73.9436,40.7527
-73.959,40.7305
-73.9396,40.713
-73.9688,40.6723
-73.8617,40.8858
-73.9393,40.6755
-73.8987,40.7461
-73.9404,40.7504
-73.9112,40.7689
-73.9735,40.6771
-73.9557,40.822
-73.9572,40.7203
-73.9129,40.8398
-73.8911,40.747
-73.8823,40.7558
-73.9915,40.6631
-73.9392,40.6992
-73.958,40.8154
-73.9587,40.7169
-73.9934,40.6824
-73.8328,40.8356
-73.9907,40.6998
-73.9578,40.722
-73.9207,40.7568
-73.9444,40.7023
-73.9292,40.6791
-73.9085,40.8163
-73.9442,40.6557
-73.9168,40.8464
-73.9907,40.6997
-73.958,40.7218
-73.9132,40.7632
-73.9552,40.7998
-73.9196,40.7583
-73.938,40.823
-73.9586,40.7151
-73.832,40.7146
